ticker
TSLA
GOOG
DIS
BHFAL
AAPL
ACGLO
INTC
PFFL
MSFT
UEVM
UCIB
WLDR
GDMA
WTRE
FSMB
HVT-A
UOCT
GTN-A
ESGRO
WMT
BH-A
AGM-A
AKO-A
HCXY
WSO-B
QVCD
PBR-A
FFIU
XOM
CIG-C
HDMV
ARGD
AKO-B
AMD
CVX
GS
OXLCM
T
BABA
BA
NYMTN
AAL
AMZN
GILD
WFC
NIO
EBR-B
MS
MRK
CRM
KO
OXSQL
OXY
GME
QCOM
WBA
FDX
V
QQQ
AMC
COST
NKE
MU
NVAX
ABBV
GE
NEE
CMCSA
SPY
ADBE
TSM
BHP
RSP
PEP
ZIONL
C
BIDU
CAT
VRTX
BX
XLK
CGC
ORCL
TGT
PCG
CMG
COP
PANW
TXN
AIR
ABT
GLD
EA
ACB
BIIB
AMGN
ANET
HAL
ALB
MOG-B
PLUG
JPM
GSK
TMUS
UPS
ENPH
ENB
KSS
NEM
ROKU
EBAY
DPZ
KKR
NOW
TDOC
AMAT
ULTA
KEY
USB
NVS
DE
TSN
DVN
CI
PXD
DLTR
AMT
ACN
EOG
BKR
XLF
TJX
SPOT
GOLD
F
TSCO
FTNT
W
D
DUK
ALK
HUM
NKLA
DXCM
DAL
WDC
GCC
ADI
HPQ
CSX
XLP
FL
BKNG
TZA
DHR
INO
DHI
XLU
FANG
XLY
ANF
WDAY
AEO
SPCE
MRVL
VLO
ASML
NE
DKS
VEEV
BUD
EL
CLX
XOP
USO
GIS
NOC
BSX
LLY
EQNR
APO
TWLO
CAG
PBR
BK
NVO
PGR
KHC
BBY
AI
HAS
PDD
CL
TRV
SU
CME
TEVA
EPD
FSLR
UDN
SPLK
X
KMB
EXPE
ALGN
TM
CPB
NSC
UNP
COF
PRU
TTWO
DISH
ADM
NDAQ
SYK
AVGO
MOS
SPWR
FIVE
ADSK
OKE
HOG
DOCU
CLF
IAU
ZS
EQT
CCI
TRP
VGIT
PENN
CHTR
RL
PSX
EW
LUV
NUE
INDA
QSR
CMI
VNQ
ARKK
URBN
DFS
TD
CDNS
OKTA
SYY
EMR
LNG
AGNC
DB
DD
NTES
FCG
INCY
EFX
BB
HCA
AIG
CG
XBI
AMN
CVNA
VALE
RY
APA
BAX
FIS
GPN
UBS
MNST
AA
CRSP
FAST
PBF
DELL
ETN
EWU
PLAY
ERIC
PHM
ALL
TROW
DVA
CVE
SWK
AR
WEN
PVH
KGC
REGN
XRT
SPR
HSBC
HOLX
ED
CSIQ
DRI
AFL
NLY
BIP
CFG
BEN
JD
MTB
BEP
CAR
PSA
PLD
NCLH
ALKS
WSM
AKAM
HP
AAP
FITB
CF
FNV
QRVO
AG
NTAP
LOW
FXI
MTCH
CNQ
MT
DGX
MPW
DECK
ARE
URI
BURL
ZTS
ON
CSL
BLDR
ORLY
CAH
CIEN
AN
AXP
CP
HES
WPC
COTY
FTI
DOV
FCEL
GIII
TRIP
PAYX
GRMN
ARCC
CMC
BG
VIPS
MSI
RRC
VTR
BTI
LDOS
HPE
HSIC
WHR
AMTD
BOOT
BMO
MUSA
ROP
RNG
BNS
H
XEL
RMD
HAE
VTI
CNI
XPO
NRG
BWA
AON
CZR
CINF
DIG
NG
ACGL
THC
PXJ
FLR
PZZA
BRO
VOO
HUBS
ACAD
ROK
AES
SWKS
BLUE
CTSH
INDY
EAT
RSG
ZION
TOL
EWW
PODD
SWN
NOV
TPR
CUK
ATI
CHGG
PH
INFY
KRE
KMI
ALGT
NWL
MTDR
MRO
MPLX
LEN
AM
GWW
AGG
CPE
ETR
APD
ROST
CNP
HBAN
MOMO
FHN
SUN
VIV
BYD
Z
BMRN
PWR
EPI
BAH
TFC
EXEL
BIG
NVR
HA
WAB
A
HIG
OC
TQQQ
FMC
EPR
FLT
OHI
NEP
HQY
JWN
AEE
VWO
KIM
ALNY
CM
XLI
DQ
ARCO
WAL
CNK
USDU
MSCI
DDS
E
OLED
EXR
FAS
VMC
HRL
BXP
FRO
EWJ
ACM
MMSI
DTE
AEP
HBI
QGEN
NTR
PEG
EEM
ZBRA
DVAX
MTH
MSTR
GNRC
ROG
TRGP
ALSN
BTU
CASY
CELH
CPRI
AME
VFC
AIT
TEAM
BE
EWC
CNHI
XLV
BMI
HTZ
EDF
NKTR
UNM
AGCO
CRC
FXA
EBS
BND
HEI
YELP
AIZ
VUG
BR
ABR
WGO
NWSA
PAAS
TLT
CPRT
ACLS
PFG
HL
YNDX
UGL
GEF
VIG
MTN
AMBA
RLI
HUN
DDD
BLNK
FAB
FICO
RUN
EMN
TRI
DK
MPWR
CHH
ROL
FDS
EME
UL
GLL
OPK
JNJ
VRSK
NYCB
CMS
AL
EPAM
DZZ
MYGN
MTG
GRPN
NTRS
GOL
ALLE
ENLC
AB
TNDM
BBVA
HELE
BKE
CNX
TREX
PDCO
PPC
TIP
WCN
CNA
NNN
GXC
LEG
COLM
PLCE
FIVN
OCGN
TUP
FLO
CFR
AXTA
BCE
CACI
TAN
APH
OI
NBIX
AEM
ADP
POOL
XYL
CPG
UHS
FNF
FLEX
NXST
ATO
CHS
CRS
CNMD
CHRW
WKHS
CAKE
AFG
GPRO
RIO
VEA
LHX
VYM
EXAS
RPM
UFPI
TME
ADC
EXC
TPX
ARLP
VICI
GFI
PALL
POST
WST
RCL
TFX
ESS
VGK
OLN
RS
VNO
CBT
KTOS
WING
AAN
ALV
G
ERJ
GPOR
ELF
PNR
COO
GLW
GEO
VAC
DEO
BILI
COMM
NDSN
CCJ
ARCB
ODFL
JNK
KWEB
GGG
ENS
FLS
WEX
GLNG
AVY
MUB
DAN
AZO
TCOM
EWBC
FUN
TWOU
GNTX
ASUR
TNXP
VAL
BC
VET
TNK
ASB
LYB
CRL
FAF
CLB
ARWR
TTEK
HRB
AEL
CMTL
WWD
TS
NS
PFE
PGJ
MRCY
NGL
K
VSH
FN
EHTH
SYNA
UGI
ENR
TECK
GDX
RF
EVR
BRKR
CCRN
GFF
UTHR
YY
DOX
KBH
CC
THS
CRK
OLLI
FRT
BRC
APTV
ZBH
CSGP
YANG
GES
NSP
BERY
HAIN
EGO
EIX
GWRE
TGLS
DBO
PCTY
TGTX
PSTG
WSO
EDIT
ARR
NAVI
WCC
TRMB
ODP
ECL
WRK
KLAC
DAX
OMI
CPT
PPLT
CALM
ABG
NOG
KPTI
BHC
CYH
CNS
GCI
AZN
ARMK
MSM
WAT
TDC
VDE
HALO
ATHM
DY
CGNX
GBX
TRN
BECN
WERN
ORAN
WBS
CBRL
ASH
CUZ
VRNT
EZJ
QDEL
CHE
CRAI
FCNCA
PARR
HTGC
RGLD
ENSG
EQR
BBW
JKS
ADT
TRUP
CE
PRGS
VGT
TWO
EEFT
BZH
CTAS
AC
CBSH
ENTG
VIS
PNM
EPM
JBHT
GCO
CWT
WY
CCK
ERF
TYL
NL
EWZ
NVRO
TRNO
VCR
NOBL
PNW
CWH
B
LEA
GIL
