ticker,company_name,sector,industry,exchange,quoteType,price_rows,price_min_date,price_max_date,coverage_pct,starts_in_2019,ends_in_2023,full_coverage,news_count,news_min_date,news_max_date
CFR,"Cullen/Frost Bankers, Inc.",Financial Services,Banks - Regional,NYQ,EQUITY,1257,2019-01-02,2023-12-28,100.0,True,True,True,619,2019-01-02,2023-12-12
AXTA,Axalta Coating Systems Ltd.,Basic Materials,Specialty Chemicals,NYQ,EQUITY,1257,2019-01-02,2023-12-28,100.0,True,True,True,619,2019-01-08,2023-12-16
BCE,BCE Inc.,Communication Services,Telecom Services,NYQ,EQUITY,1257,2019-01-02,2023-12-28,100.0,True,True,True,616,2019-01-03,2023-12-13
CACI,CACI International Inc,Technology,Information Technology Services,NYQ,EQUITY,1257,2019-01-02,2023-12-28,100.0,True,True,True,615,2019-01-07,2023-12-13
APH,Amphenol Corporation,Technology,Electronic Components,NYQ,EQUITY,1257,2019-01-02,2023-12-28,100.0,True,True,True,613,2019-01-02,2023-12-16
OI,"O-I Glass, Inc.",Consumer Cyclical,Packaging & Containers,NYQ,EQUITY,1257,2019-01-02,2023-12-28,100.0,True,True,True,613,2019-01-04,2023-12-13
NBIX,"Neurocrine Biosciences, Inc.",Healthcare,Drug Manufacturers - Specialty & Generic,NMS,EQUITY,1257,2019-01-02,2023-12-28,100.0,True,True,True,612,2019-01-06,2023-12-15
AEM,Agnico Eagle Mines Limited,Basic Materials,Gold,NYQ,EQUITY,1257,2019-01-02,2023-12-28,100.0,True,True,True,611,2019-01-09,2023-12-12
ADP,"Automatic Data Processing, Inc.",Technology,Software - Application,NMS,EQUITY,1257,2019-01-02,2023-12-28,100.0,True,True,True,611,2019-01-02,2023-12-16
POOL,Pool Corporation,Industrials,Industrial Distribution,NMS,EQUITY,1257,2019-01-02,2023-12-28,100.0,True,True,True,610,2019-01-07,2023-12-11
XYL,Xylem Inc.,Industrials,Specialty Industrial Machinery,NYQ,EQUITY,1257,2019-01-02,2023-12-28,100.0,True,True,True,609,2019-01-02,2023-12-13
UHS,"Universal Health Services, Inc.",Healthcare,Medical Care Facilities,NYQ,EQUITY,1257,2019-01-02,2023-12-28,100.0,True,True,True,607,2019-01-03,2023-12-13
FNF,"Fidelity National Financial, Inc.",Financial Services,Insurance - Specialty,NYQ,EQUITY,1257,2019-01-02,2023-12-28,100.0,True,True,True,607,2019-01-16,2023-12-16
FLEX,Flex Ltd.,Technology,Electronic Components,NMS,EQUITY,1257,2019-01-02,2023-12-28,100.0,True,True,True,606,2019-01-02,2023-12-16
NXST,"Nexstar Media Group, Inc.",Communication Services,Broadcasting,NMS,EQUITY,1257,2019-01-02,2023-12-28,100.0,True,True,True,604,2019-01-02,2023-12-13
ATO,Atmos Energy Corporation,Utilities,Utilities - Regulated Gas,NYQ,EQUITY,1257,2019-01-02,2023-12-28,100.0,True,True,True,602,2019-01-03,2023-12-16
CRS,Carpenter Technology Corporation,Industrials,Metal Fabrication,NYQ,EQUITY,1257,2019-01-02,2023-12-28,100.0,True,True,True,602,2019-01-24,2023-11-29
CNMD,CONMED Corporation,Healthcare,Medical Devices,NYQ,EQUITY,1257,2019-01-02,2023-12-28,100.0,True,True,True,602,2019-01-02,2023-12-13
CHRW,"C.H. Robinson Worldwide, Inc.",Industrials,Integrated Freight & Logistics,NMS,EQUITY,1257,2019-01-02,2023-12-28,100.0,True,True,True,602,2019-01-18,2023-12-11
WKHS,"Workhorse Group, Inc.",Consumer Cyclical,Auto Manufacturers,NCM,EQUITY,1257,2019-01-02,2023-12-28,100.0,True,True,True,601,2019-01-23,2023-11-20
CAKE,The Cheesecake Factory Incorporated,Consumer Cyclical,Restaurants,NMS,EQUITY,1257,2019-01-02,2023-12-28,100.0,True,True,True,599,2019-01-02,2023-12-16
AFG,"American Financial Group, Inc.",Financial Services,Insurance - Property & Casualty,NYQ,EQUITY,1257,2019-01-02,2023-12-28,100.0,True,True,True,599,2019-01-02,2023-12-13
GPRO,"GoPro, Inc.",Technology,Consumer Electronics,NMS,EQUITY,1257,2019-01-02,2023-12-28,100.0,True,True,True,598,2019-01-14,2023-12-12
RIO,Rio Tinto Group,Basic Materials,Other Industrial Metals & Mining,NYQ,EQUITY,1257,2019-01-02,2023-12-28,100.0,True,True,True,598,2019-01-02,2023-12-16
LHX,"L3Harris Technologies, Inc.",Industrials,Aerospace & Defense,NYQ,EQUITY,1257,2019-01-02,2023-12-28,100.0,True,True,True,597,2019-07-05,2023-12-16
EXAS,Exact Sciences Corporation,Healthcare,Diagnostics & Research,NCM,EQUITY,1257,2019-01-02,2023-12-28,100.0,True,True,True,592,2019-01-02,2023-12-14
RPM,RPM International Inc.,Basic Materials,Specialty Chemicals,NYQ,EQUITY,1257,2019-01-02,2023-12-28,100.0,True,True,True,592,2019-01-02,2023-12-14
UFPI,"UFP Industries, Inc.",Basic Materials,Lumber & Wood Production,NMS,EQUITY,1257,2019-01-02,2023-12-28,100.0,True,True,True,590,2019-01-20,2023-12-13
TME,Tencent Music Entertainment Group,Communication Services,Internet Content & Information,NYQ,EQUITY,1257,2019-01-02,2023-12-28,100.0,True,True,True,588,2019-01-06,2023-12-12
ADC,Agree Realty Corporation,Real Estate,REIT - Retail,NYQ,EQUITY,1257,2019-01-02,2023-12-28,100.0,True,True,True,587,2019-01-03,2023-12-16
EXC,Exelon Corporation,Utilities,Utilities - Regulated Electric,NMS,EQUITY,1257,2019-01-02,2023-12-28,100.0,True,True,True,586,2019-01-04,2023-12-16
ARLP,"Alliance Resource Partners, L.P.",Energy,Thermal Coal,NMS,EQUITY,1257,2019-01-02,2023-12-28,100.0,True,True,True,582,2019-01-03,2023-12-16
VICI,VICI Properties Inc.,Real Estate,REIT - Diversified,NYQ,EQUITY,1257,2019-01-02,2023-12-28,100.0,True,True,True,581,2019-01-21,2023-12-12
GFI,Gold Fields Limited,Basic Materials,Gold,NYQ,EQUITY,1257,2019-01-02,2023-12-28,100.0,True,True,True,580,2019-01-03,2023-12-11
POST,"Post Holdings, Inc.",Consumer Defensive,Packaged Foods,NYQ,EQUITY,1257,2019-01-02,2023-12-28,100.0,True,True,True,578,2019-01-10,2023-12-11
WST,"West Pharmaceutical Services, Inc.",Healthcare,Medical Instruments & Supplies,NYQ,EQUITY,1257,2019-01-02,2023-12-28,100.0,True,True,True,577,2019-01-02,2023-12-13
RCL,Royal Caribbean Cruises Ltd.,Consumer Cyclical,Travel Services,NYQ,EQUITY,1257,2019-01-02,2023-12-28,100.0,True,True,True,577,2019-01-30,2023-12-15
TFX,Teleflex Incorporated,Healthcare,Medical Instruments & Supplies,NYQ,EQUITY,1257,2019-01-02,2023-12-28,100.0,True,True,True,576,2019-01-02,2023-12-14
ESS,"Essex Property Trust, Inc.",Real Estate,REIT - Residential,NYQ,EQUITY,1257,2019-01-02,2023-12-28,100.0,True,True,True,575,2019-01-02,2023-12-16
OLN,Olin Corporation,Basic Materials,Chemicals,NYQ,EQUITY,1257,2019-01-02,2023-12-28,100.0,True,True,True,574,2019-01-03,2023-12-14
RS,"Reliance, Inc.",Basic Materials,Steel,NYQ,EQUITY,1257,2019-01-02,2023-12-28,100.0,True,True,True,572,2019-01-04,2023-12-11
VNO,Vornado Realty Trust,Real Estate,REIT - Office,NYQ,EQUITY,1257,2019-01-02,2023-12-28,100.0,True,True,True,572,2019-01-06,2023-12-14
CBT,Cabot Corporation,Basic Materials,Specialty Chemicals,NYQ,EQUITY,1257,2019-01-02,2023-12-28,100.0,True,True,True,572,2019-01-11,2023-12-16
KTOS,"Kratos Defense & Security Solutions, Inc.",Industrials,Aerospace & Defense,NMS,EQUITY,1257,2019-01-02,2023-12-28,100.0,True,True,True,570,2019-01-02,2023-12-14
WING,Wingstop Inc.,Consumer Cyclical,Restaurants,NMS,EQUITY,1257,2019-01-02,2023-12-28,100.0,True,True,True,569,2019-01-09,2023-12-14
ALV,"Autoliv, Inc.",Consumer Cyclical,Auto Parts,NYQ,EQUITY,1257,2019-01-02,2023-12-28,100.0,True,True,True,566,2019-01-04,2023-12-16
G,Genpact Limited,Technology,Information Technology Services,NYQ,EQUITY,1257,2019-01-02,2023-12-28,100.0,True,True,True,566,2019-01-06,2023-12-16
GPOR,Gulfport Energy Corporation,Energy,Oil & Gas E&P,NYQ,EQUITY,1038,2019-01-02,2023-12-28,82.6,True,True,True,565,2019-01-04,2023-12-06
ELF,"e.l.f. Beauty, Inc.",Consumer Defensive,Household & Personal Products,NYQ,EQUITY,1257,2019-01-02,2023-12-28,100.0,True,True,True,565,2019-01-08,2023-12-14
PNR,Pentair plc,Industrials,Specialty Industrial Machinery,NYQ,EQUITY,1257,2019-01-02,2023-12-28,100.0,True,True,True,564,2019-01-07,2023-12-12
COO,"The Cooper Companies, Inc.",Healthcare,Medical Instruments & Supplies,NMS,EQUITY,1257,2019-01-02,2023-12-28,100.0,True,True,True,564,2019-01-04,2023-12-16
GLW,Corning Incorporated,Technology,Electronic Components,NYQ,EQUITY,1257,2019-01-02,2023-12-28,100.0,True,True,True,563,2019-01-02,2023-12-16
GEO,"The GEO Group, Inc.",Industrials,Security & Protection Services,NYQ,EQUITY,1257,2019-01-02,2023-12-28,100.0,True,True,True,562,2019-01-03,2023-12-04
VAC,Marriott Vacations Worldwide Corporation,Consumer Cyclical,Resorts & Casinos,NYQ,EQUITY,1257,2019-01-02,2023-12-28,100.0,True,True,True,561,2019-01-07,2023-12-16
DEO,Diageo plc,Consumer Defensive,Beverages - Wineries & Distilleries,NYQ,EQUITY,1257,2019-01-02,2023-12-28,100.0,True,True,True,559,2019-01-02,2023-12-11
BILI,Bilibili Inc.,Communication Services,Internet Content & Information,NMS,EQUITY,1257,2019-01-02,2023-12-28,100.0,True,True,True,558,2019-01-09,2023-12-07
COMM,"CommScope Holding Company, Inc.",Technology,Communication Equipment,NMS,EQUITY,1257,2019-01-02,2023-12-28,100.0,True,True,True,558,2019-01-02,2023-11-16
NDSN,Nordson Corporation,Industrials,Specialty Industrial Machinery,NMS,EQUITY,1257,2019-01-02,2023-12-28,100.0,True,True,True,557,2019-01-04,2023-12-15
CCJ,Cameco Corporation,Energy,Uranium,NYQ,EQUITY,1257,2019-01-02,2023-12-28,100.0,True,True,True,557,2019-01-03,2023-12-16
ARCB,ArcBest Corporation,Industrials,Trucking,NMS,EQUITY,1257,2019-01-02,2023-12-28,100.0,True,True,True,557,2019-01-02,2023-12-01
ODFL,"Old Dominion Freight Line, Inc.",Industrials,Trucking,NMS,EQUITY,1257,2019-01-02,2023-12-28,100.0,True,True,True,557,2019-01-23,2023-12-12
GGG,Graco Inc.,Industrials,Specialty Industrial Machinery,NYQ,EQUITY,1257,2019-01-02,2023-12-28,100.0,True,True,True,556,2019-01-09,2023-12-16
ENS,EnerSys,Industrials,Electrical Equipment & Parts,NYQ,EQUITY,1257,2019-01-02,2023-12-28,100.0,True,True,True,555,2019-01-03,2023-12-12
FLS,Flowserve Corporation,Industrials,Specialty Industrial Machinery,NYQ,EQUITY,1257,2019-01-02,2023-12-28,100.0,True,True,True,553,2019-01-02,2023-12-16
WEX,WEX Inc.,Technology,Software - Infrastructure,NYQ,EQUITY,1257,2019-01-02,2023-12-28,100.0,True,True,True,552,2019-01-11,2023-12-13
GLNG,Golar LNG Limited,Energy,Oil & Gas Midstream,NMS,EQUITY,1257,2019-01-02,2023-12-28,100.0,True,True,True,551,2019-01-02,2023-12-16
AVY,Avery Dennison Corporation,Consumer Cyclical,Packaging & Containers,NYQ,EQUITY,1257,2019-01-02,2023-12-28,100.0,True,True,True,550,2019-01-07,2023-12-14
DAN,Dana Incorporated,Consumer Cyclical,Auto Parts,NYQ,EQUITY,1257,2019-01-02,2023-12-28,100.0,True,True,True,548,2019-01-04,2023-11-13
AZO,"AutoZone, Inc.",Consumer Cyclical,Auto Parts,NYQ,EQUITY,1257,2019-01-02,2023-12-28,100.0,True,True,True,545,2019-01-03,2023-12-16
TCOM,Trip.com Group Limited,Consumer Cyclical,Travel Services,NMS,EQUITY,1257,2019-01-02,2023-12-28,100.0,True,True,True,545,2019-01-03,2023-12-15
EWBC,"East West Bancorp, Inc.",Financial Services,Banks - Regional,NMS,EQUITY,1257,2019-01-02,2023-12-28,100.0,True,True,True,545,2019-01-09,2023-12-14
FUN,Six Flags Entertainment Corporation,Consumer Cyclical,Leisure,NYQ,EQUITY,1257,2019-01-02,2023-12-28,100.0,True,True,True,543,2019-01-06,2023-12-16
GNTX,Gentex Corporation,Consumer Cyclical,Auto Parts,NMS,EQUITY,1257,2019-01-02,2023-12-28,100.0,True,True,True,541,2019-01-03,2023-12-12
ASUR,"Asure Software, Inc.",Technology,Software - Application,NCM,EQUITY,1257,2019-01-02,2023-12-28,100.0,True,True,True,540,2019-01-07,2023-11-24
TNXP,Tonix Pharmaceuticals Holding Corp.,Healthcare,Biotechnology,NCM,EQUITY,1257,2019-01-02,2023-12-28,100.0,True,True,True,540,2019-01-02,2023-12-04
VAL,Valaris Limited,Energy,Oil & Gas Equipment & Services,NYQ,EQUITY,1049,2019-01-02,2023-12-28,83.5,True,True,True,539,2019-08-01,2023-12-14
BC,Brunswick Corporation,Consumer Cyclical,Recreational Vehicles,NYQ,EQUITY,1257,2019-01-02,2023-12-28,100.0,True,True,True,538,2019-01-07,2023-12-01
VET,Vermilion Energy Inc.,Energy,Oil & Gas E&P,NYQ,EQUITY,1257,2019-01-02,2023-12-28,100.0,True,True,True,538,2019-01-07,2023-12-12
TNK,Teekay Tankers Ltd.,Energy,Oil & Gas Midstream,NYQ,EQUITY,1257,2019-01-02,2023-12-28,100.0,True,True,True,536,2019-01-09,2023-12-08
ASB,Associated Banc-Corp,Financial Services,Banks - Regional,NYQ,EQUITY,1257,2019-01-02,2023-12-28,100.0,True,True,True,535,2019-01-07,2023-12-14
LYB,LyondellBasell Industries N.V.,Basic Materials,Specialty Chemicals,NYQ,EQUITY,1257,2019-01-02,2023-12-28,100.0,True,True,True,534,2019-01-02,2023-12-16
CRL,"Charles River Laboratories International, Inc.",Healthcare,Diagnostics & Research,NYQ,EQUITY,1257,2019-01-02,2023-12-28,100.0,True,True,True,534,2019-01-02,2023-12-16
FAF,First American Financial Corporation,Financial Services,Insurance - Specialty,NYQ,EQUITY,1257,2019-01-02,2023-12-28,100.0,True,True,True,534,2019-01-03,2023-12-16
CLB,Core Laboratories Inc.,Energy,Oil & Gas Equipment & Services,NYQ,EQUITY,1257,2019-01-02,2023-12-28,100.0,True,True,True,533,2019-01-01,2023-12-11
ARWR,"Arrowhead Pharmaceuticals, Inc.",Healthcare,Biotechnology,NMS,EQUITY,1257,2019-01-02,2023-12-28,100.0,True,True,True,533,2019-01-07,2023-12-16
TTEK,"Tetra Tech, Inc.",Industrials,Engineering & Construction,NMS,EQUITY,1257,2019-01-02,2023-12-28,100.0,True,True,True,531,2019-01-02,2023-12-14
HRB,"H&R Block, Inc.",Consumer Cyclical,Personal Services,NYQ,EQUITY,1257,2019-01-02,2023-12-28,100.0,True,True,True,529,2019-01-04,2023-12-16
CMTL,Comtech Telecommunications Corp.,Technology,Communication Equipment,NMS,EQUITY,1257,2019-01-02,2023-12-28,100.0,True,True,True,526,2019-01-03,2023-12-15
WWD,"Woodward, Inc.",Industrials,Aerospace & Defense,NMS,EQUITY,1257,2019-01-02,2023-12-28,100.0,True,True,True,525,2019-01-07,2023-12-14
TS,Tenaris S.A.,Energy,Oil & Gas Equipment & Services,NYQ,EQUITY,1257,2019-01-02,2023-12-28,100.0,True,True,True,525,2019-01-02,2023-11-06
PFE,Pfizer Inc.,Healthcare,Drug Manufacturers - General,NYQ,EQUITY,1257,2019-01-02,2023-12-28,100.0,True,True,True,523,2019-01-02,2020-06-11
MRCY,"Mercury Systems, Inc.",Industrials,Aerospace & Defense,NMS,EQUITY,1257,2019-01-02,2023-12-28,100.0,True,True,True,521,2019-01-03,2023-12-14
NGL,NGL Energy Partners LP,Energy,Oil & Gas Midstream,NYQ,EQUITY,1257,2019-01-02,2023-12-28,100.0,True,True,True,520,2019-01-05,2023-12-11
VSH,"Vishay Intertechnology, Inc.",Technology,Semiconductors,NYQ,EQUITY,1257,2019-01-02,2023-12-28,100.0,True,True,True,519,2019-01-04,2023-12-08
FN,Fabrinet,Technology,Electronic Components,NYQ,EQUITY,1257,2019-01-02,2023-12-28,100.0,True,True,True,519,2019-01-03,2023-12-14
EHTH,"eHealth, Inc.",Financial Services,Insurance Brokers,NMS,EQUITY,1257,2019-01-02,2023-12-28,100.0,True,True,True,519,2019-01-03,2023-10-27
SYNA,Synaptics Incorporated,Technology,Semiconductors,NMS,EQUITY,1257,2019-01-02,2023-12-28,100.0,True,True,True,519,2019-01-07,2023-12-16
UGI,UGI Corporation,Utilities,Utilities - Regulated Gas,NYQ,EQUITY,1257,2019-01-02,2023-12-28,100.0,True,True,True,519,2019-01-08,2023-12-13
ENR,"Energizer Holdings, Inc.",Industrials,Electrical Equipment & Parts,NYQ,EQUITY,1257,2019-01-02,2023-12-28,100.0,True,True,True,518,2019-01-02,2023-12-14
TECK,Teck Resources Limited,Basic Materials,Other Industrial Metals & Mining,NYQ,EQUITY,1257,2019-01-02,2023-12-28,100.0,True,True,True,518,2019-01-08,2023-12-14
RF,Regions Financial Corporation,Financial Services,Banks - Regional,NYQ,EQUITY,1257,2019-01-02,2023-12-28,100.0,True,True,True,517,2019-01-09,2023-12-14
EVR,Evercore Inc.,Financial Services,Capital Markets,NYQ,EQUITY,1257,2019-01-02,2023-12-28,100.0,True,True,True,517,2019-01-07,2023-12-13
BRKR,Bruker Corporation,Healthcare,Medical Devices,NMS,EQUITY,1257,2019-01-02,2023-12-28,100.0,True,True,True,516,2019-01-03,2023-12-16
CCRN,"Cross Country Healthcare, Inc.",Healthcare,Medical Care Facilities,NMS,EQUITY,1257,2019-01-02,2023-12-28,100.0,True,True,True,516,2019-01-16,2023-12-06
GFF,Griffon Corporation,Industrials,Building Products & Equipment,NYQ,EQUITY,1257,2019-01-02,2023-12-28,100.0,True,True,True,516,2019-01-23,2023-12-13
UTHR,United Therapeutics Corporation,Healthcare,Drug Manufacturers - Specialty & Generic,NMS,EQUITY,1257,2019-01-02,2023-12-28,100.0,True,True,True,514,2019-01-04,2023-12-14
DOX,Amdocs Limited,Technology,Software - Infrastructure,NMS,EQUITY,1257,2019-01-02,2023-12-28,100.0,True,True,True,512,2019-01-16,2023-12-13
KBH,KB Home,Consumer Cyclical,Residential Construction,NYQ,EQUITY,1257,2019-01-02,2023-12-28,100.0,True,True,True,511,2019-01-09,2023-12-16
CC,The Chemours Company,Basic Materials,Specialty Chemicals,NYQ,EQUITY,1257,2019-01-02,2023-12-28,100.0,True,True,True,511,2019-01-23,2023-12-12
THS,Treehouse Foods Inc,Consumer Defensive,Packaged Foods,NYQ,EQUITY,1257,2019-01-02,2023-12-28,100.0,True,True,True,511,2019-01-04,2023-12-08
CRK,"Comstock Resources, Inc.",Energy,Oil & Gas E&P,NYQ,EQUITY,1257,2019-01-02,2023-12-28,100.0,True,True,True,511,2019-01-07,2023-12-11
OLLI,"Ollie's Bargain Outlet Holdings, Inc.",Consumer Defensive,Discount Stores,NGM,EQUITY,1257,2019-01-02,2023-12-28,100.0,True,True,True,511,2019-01-04,2023-12-14
FRT,Federal Realty Investment Trust,Real Estate,REIT - Retail,NYQ,EQUITY,1257,2019-01-02,2023-12-28,100.0,True,True,True,510,2019-01-10,2023-12-12
BRC,Brady Corporation,Industrials,Security & Protection Services,NYQ,EQUITY,1257,2019-01-02,2023-12-28,100.0,True,True,True,509,2019-01-02,2023-12-16
APTV,Aptiv PLC,Consumer Cyclical,Auto Parts,NYQ,EQUITY,1257,2019-01-02,2023-12-28,100.0,True,True,True,508,2019-01-07,2023-12-16
ZBH,"Zimmer Biomet Holdings, Inc.",Healthcare,Medical Devices,NYQ,EQUITY,1257,2019-01-02,2023-12-28,100.0,True,True,True,507,2019-01-25,2023-12-12
CSGP,"CoStar Group, Inc.",Real Estate,Real Estate Services,NMS,EQUITY,1257,2019-01-02,2023-12-28,100.0,True,True,True,506,2019-01-08,2023-12-13
GES,"Guess?, Inc.",Consumer Cyclical,Apparel Retail,NYQ,EQUITY,1257,2019-01-02,2023-12-28,100.0,True,True,True,503,2019-01-07,2023-12-13
NSP,"Insperity, Inc.",Industrials,Staffing & Employment Services,NYQ,EQUITY,1257,2019-01-02,2023-12-28,100.0,True,True,True,503,2019-01-02,2023-12-05
HAIN,"The Hain Celestial Group, Inc.",Consumer Defensive,Packaged Foods,NMS,EQUITY,1257,2019-01-02,2023-12-28,100.0,True,True,True,501,2019-01-02,2023-12-07
EGO,Eldorado Gold Corporation,Basic Materials,Gold,NYQ,EQUITY,1257,2019-01-02,2023-12-28,100.0,True,True,True,498,2019-01-02,2023-11-29
EIX,Edison International,Utilities,Utilities - Regulated Electric,NYQ,EQUITY,1257,2019-01-02,2023-12-28,100.0,True,True,True,497,2019-01-07,2023-12-12
GWRE,"Guidewire Software, Inc.",Technology,Software - Application,NYQ,EQUITY,1257,2019-01-02,2023-12-28,100.0,True,True,True,497,2019-01-03,2023-12-16
TGLS,Tecnoglass Inc.,Basic Materials,Building Materials,NYQ,EQUITY,1257,2019-01-02,2023-12-28,100.0,True,True,True,497,2019-01-07,2023-12-14
PCTY,Paylocity Holding Corporation,Technology,Software - Application,NMS,EQUITY,1257,2019-01-02,2023-12-28,100.0,True,True,True,496,2019-01-07,2023-12-13
TGTX,"TG Therapeutics, Inc.",Healthcare,Biotechnology,NCM,EQUITY,1257,2019-01-02,2023-12-28,100.0,True,True,True,496,2019-01-07,2023-12-01
PSTG,Everpure,Technology,Computer Hardware,NYQ,EQUITY,1257,2019-01-02,2023-12-28,100.0,True,True,True,496,2019-01-08,2023-12-12
WSO,"Watsco, Inc.",Industrials,Industrial Distribution,NYQ,EQUITY,1257,2019-01-02,2023-12-28,100.0,True,True,True,495,2019-01-02,2023-12-13
EDIT,"Editas Medicine, Inc.",Healthcare,Biotechnology,NMS,EQUITY,1257,2019-01-02,2023-12-28,100.0,True,True,True,495,2019-01-03,2023-12-16
ARR,"ARMOUR Residential REIT, Inc.",Real Estate,REIT - Mortgage,NYQ,EQUITY,1257,2019-01-02,2023-12-28,100.0,True,True,True,495,2019-01-03,2023-12-16
NAVI,Navient Corporation,Financial Services,Credit Services,NMS,EQUITY,1257,2019-01-02,2023-12-28,100.0,True,True,True,494,2019-01-03,2023-12-15
WCC,"WESCO International, Inc.",Industrials,Industrial Distribution,NYQ,EQUITY,1257,2019-01-02,2023-12-28,100.0,True,True,True,494,2019-01-14,2023-12-14
TRMB,Trimble Inc.,Technology,Scientific & Technical Instruments,NMS,EQUITY,1257,2019-01-02,2023-12-28,100.0,True,True,True,492,2019-01-03,2023-12-14
ECL,Ecolab Inc.,Basic Materials,Specialty Chemicals,NYQ,EQUITY,1257,2019-01-02,2023-12-28,100.0,True,True,True,491,2019-01-10,2023-12-13
KLAC,KLA Corporation,Technology,Semiconductor Equipment & Materials,NMS,EQUITY,1257,2019-01-02,2023-12-28,100.0,True,True,True,488,2019-01-04,2023-12-16
OMI,"Accendra Health, Inc.",Healthcare,Medical Distribution,NYQ,EQUITY,1257,2019-01-02,2023-12-28,100.0,True,True,True,487,2019-01-03,2023-12-15
CPT,Camden Property Trust,Real Estate,REIT - Residential,NYQ,EQUITY,1257,2019-01-02,2023-12-28,100.0,True,True,True,486,2019-01-03,2023-12-12
CALM,"Cal-Maine Foods, Inc.",Consumer Defensive,Farm Products,NMS,EQUITY,1257,2019-01-02,2023-12-28,100.0,True,True,True,485,2019-01-02,2023-12-16
ABG,"Asbury Automotive Group, Inc.",Consumer Cyclical,Auto & Truck Dealerships,NYQ,EQUITY,1257,2019-01-02,2023-12-28,100.0,True,True,True,484,2019-01-07,2023-12-16
NOG,"Northern Oil and Gas, Inc.",Energy,Oil & Gas E&P,NYQ,EQUITY,1257,2019-01-02,2023-12-28,100.0,True,True,True,484,2019-01-07,2023-12-11
KPTI,Karyopharm Therapeutics Inc.,Healthcare,Biotechnology,NMS,EQUITY,1257,2019-01-02,2023-12-28,100.0,True,True,True,483,2019-01-02,2023-11-06
BHC,Bausch Health Companies Inc.,Healthcare,Drug Manufacturers - Specialty & Generic,NYQ,EQUITY,1257,2019-01-02,2023-12-28,100.0,True,True,True,483,2019-01-02,2023-12-16
CYH,"Community Health Systems, Inc.",Healthcare,Medical Care Facilities,NYQ,EQUITY,1257,2019-01-02,2023-12-28,100.0,True,True,True,482,2019-01-11,2023-12-16
CNS,"Cohen & Steers, Inc.",Financial Services,Asset Management,NYQ,EQUITY,1257,2019-01-02,2023-12-28,100.0,True,True,True,482,2019-01-09,2023-12-13
AZN,AstraZeneca PLC,Healthcare,Drug Manufacturers - General,NYQ,EQUITY,1257,2019-01-02,2023-12-28,100.0,True,True,True,479,2019-01-04,2023-12-16
ARMK,Aramark,Industrials,Specialty Business Services,NYQ,EQUITY,1257,2019-01-02,2023-12-28,100.0,True,True,True,479,2019-01-02,2023-12-12
MSM,"MSC Industrial Direct Co., Inc.",Industrials,Industrial Distribution,NYQ,EQUITY,1257,2019-01-02,2023-12-28,100.0,True,True,True,477,2019-01-03,2023-12-15
WAT,Waters Corporation,Healthcare,Diagnostics & Research,NYQ,EQUITY,1257,2019-01-02,2023-12-28,100.0,True,True,True,477,2019-01-02,2023-12-13
TDC,Teradata Corporation,Technology,Software - Infrastructure,NYQ,EQUITY,1257,2019-01-02,2023-12-28,100.0,True,True,True,476,2019-01-07,2023-12-15
HALO,"Halozyme Therapeutics, Inc.",Healthcare,Biotechnology,NMS,EQUITY,1257,2019-01-02,2023-12-28,100.0,True,True,True,476,2019-01-07,2023-12-11
ATHM,Autohome Inc.,Communication Services,Internet Content & Information,NYQ,EQUITY,1257,2019-01-02,2023-12-28,100.0,True,True,True,475,2019-01-07,2023-11-23
DY,"Dycom Industries, Inc.",Industrials,Engineering & Construction,NYQ,EQUITY,1257,2019-01-02,2023-12-28,100.0,True,True,True,474,2019-01-31,2023-12-12
CGNX,Cognex Corporation,Technology,Scientific & Technical Instruments,NMS,EQUITY,1257,2019-01-02,2023-12-28,100.0,True,True,True,474,2019-01-04,2023-12-15
GBX,"The Greenbrier Companies, Inc.",Industrials,Railroads,NYQ,EQUITY,1257,2019-01-02,2023-12-28,100.0,True,True,True,473,2019-01-03,2023-12-16
TRN,"Trinity Industries, Inc.",Industrials,Railroads,NYQ,EQUITY,1257,2019-01-02,2023-12-28,100.0,True,True,True,472,2019-01-07,2023-12-13
WERN,"Werner Enterprises, Inc.",Industrials,Trucking,NMS,EQUITY,1257,2019-01-02,2023-12-28,100.0,True,True,True,472,2019-01-02,2023-12-15
WBS,Webster Financial Corporation,Financial Services,Banks - Regional,NYQ,EQUITY,1257,2019-01-02,2023-12-28,100.0,True,True,True,471,2019-01-03,2023-12-15
CBRL,"Cracker Barrel Old Country Store, Inc.",Consumer Cyclical,Restaurants,NMS,EQUITY,1257,2019-01-02,2023-12-28,100.0,True,True,True,471,2019-01-07,2023-12-11
ASH,Ashland Inc.,Basic Materials,Specialty Chemicals,NYQ,EQUITY,1257,2019-01-02,2023-12-28,100.0,True,True,True,470,2019-01-04,2023-12-14
CUZ,Cousins Properties Incorporated,Real Estate,REIT - Office,NYQ,EQUITY,1257,2019-01-02,2023-12-28,100.0,True,True,True,470,2019-01-02,2023-12-16
VRNT,Verint Systems Inc.,Technology,Software - Infrastructure,NMS,EQUITY,1257,2019-01-02,2023-12-28,100.0,True,True,True,470,2019-01-02,2023-12-08
QDEL,QuidelOrtho Corporation,Healthcare,Medical Devices,NMS,EQUITY,1257,2019-01-02,2023-12-28,100.0,True,True,True,469,2019-02-04,2023-12-11
