ticker,company_name,sector,industry,exchange,quoteType,price_rows,price_min_date,price_max_date,coverage_pct,starts_in_2019,ends_in_2023,full_coverage,news_count,news_min_date,news_max_date
TSLA,"Tesla, Inc.",Consumer Cyclical,Auto Manufacturers,NMS,EQUITY,1257,2019-01-02,2023-12-28,100.0,True,True,True,10587,2019-07-01,2023-12-16
GOOG,Alphabet Inc.,Communication Services,Internet Content & Information,NMS,EQUITY,1257,2019-01-02,2023-12-28,100.0,True,True,True,9883,2019-01-02,2023-12-16
DIS,The Walt Disney Company,Communication Services,Entertainment,NYQ,EQUITY,1257,2019-01-02,2023-12-28,100.0,True,True,True,9654,2019-06-13,2023-12-16
BHFAL,"Brighthouse Financial, Inc.",,,NMS,EQUITY,1257,2019-01-02,2023-12-28,100.0,True,True,True,9614,2023-11-30,2023-12-16
AAPL,Apple Inc.,Technology,Consumer Electronics,NMS,EQUITY,1257,2019-01-02,2023-12-28,100.0,True,True,True,9338,2020-03-09,2023-12-16
ACGLO,Arch Capital Group Ltd.,Financial Services,Insurance - Diversified,NMS,EQUITY,1257,2019-01-02,2023-12-28,100.0,True,True,True,9014,2023-11-28,2023-12-16
INTC,Intel Corporation,Technology,Semiconductors,NMS,EQUITY,1257,2019-01-02,2023-12-28,100.0,True,True,True,9007,2019-01-01,2023-12-16
MSFT,Microsoft Corporation,Technology,Software - Infrastructure,NMS,EQUITY,1257,2019-01-02,2023-12-28,100.0,True,True,True,8737,2022-04-26,2023-12-16
HVT-A,"Haverty Furniture Companies, Inc.",Consumer Cyclical,Home Improvement Retail,NYQ,EQUITY,1257,2019-01-02,2023-12-28,100.0,True,True,True,8630,2023-11-30,2023-12-16
GTN-A,"Gray Media, Inc.",Communication Services,Broadcasting,NYQ,EQUITY,1257,2019-01-02,2023-12-28,100.0,True,True,True,8583,2023-11-30,2023-12-16
ESGRO,Enstar Group Limited - Deposito,,,NMS,EQUITY,1257,2019-01-02,2023-12-28,100.0,True,True,True,8575,2023-12-01,2023-12-16
WMT,Walmart Inc.,Consumer Defensive,Discount Stores,NMS,EQUITY,1257,2019-01-02,2023-12-28,100.0,True,True,True,8570,2019-01-02,2023-12-16
BH-A,Biglari Holdings Inc.,Consumer Cyclical,Restaurants,NYQ,EQUITY,1257,2019-01-02,2023-12-28,100.0,True,True,True,8541,2023-11-30,2023-12-16
AGM-A,Federal Agricultural Mortgage Corporation,Financial Services,Credit Services,NYQ,EQUITY,1257,2019-01-02,2023-12-28,100.0,True,True,True,8507,2023-11-30,2023-12-16
AKO-A,Embotelladora Andina S.A.,Consumer Defensive,Beverages - Non-Alcoholic,NYQ,EQUITY,1257,2019-01-02,2023-12-28,100.0,True,True,True,8191,2023-11-30,2023-12-16
HCXY,"Hercules Capital, Inc.",,,NYQ,EQUITY,1257,2019-01-02,2023-12-28,100.0,True,True,True,8137,2023-12-01,2023-12-16
WSO-B,"Watsco, Inc.",Industrials,Industrial Distribution,NYQ,EQUITY,1257,2019-01-02,2023-12-28,100.0,True,True,True,8054,2023-11-29,2023-12-16
QVCD,"QVC, Inc. 6.375% Senior Secured",,,NYQ,EQUITY,1257,2019-01-02,2023-12-28,100.0,True,True,True,7775,2023-11-29,2023-12-16
PBR-A,Petróleo Brasileiro S.A. - Petrobras,Energy,Oil & Gas Integrated,NYQ,EQUITY,1257,2019-01-02,2023-12-28,100.0,True,True,True,7693,2023-11-30,2023-12-16
XOM,Exxon Mobil Corporation,Energy,Oil & Gas Integrated,NYQ,EQUITY,1257,2019-01-02,2023-12-28,100.0,True,True,True,7245,2019-01-04,2023-12-16
CIG-C,Companhia Energética de Minas Gerais - CEMIG,Utilities,Utilities - Diversified,NYQ,EQUITY,1257,2019-01-02,2023-12-28,100.0,True,True,True,6919,2023-12-01,2023-12-16
AKO-B,Embotelladora Andina S.A.,Consumer Defensive,Beverages - Non-Alcoholic,NYQ,EQUITY,1257,2019-01-02,2023-12-28,100.0,True,True,True,6815,2023-11-30,2023-12-16
AMD,"Advanced Micro Devices, Inc.",Technology,Semiconductors,NMS,EQUITY,1257,2019-01-02,2023-12-28,100.0,True,True,True,6790,2019-01-01,2023-12-31
CVX,Chevron Corporation,Energy,Oil & Gas Integrated,NYQ,EQUITY,1257,2019-01-02,2023-12-28,100.0,True,True,True,6578,2019-01-01,2023-12-16
GS,"The Goldman Sachs Group, Inc.",Financial Services,Capital Markets,NYQ,EQUITY,1257,2019-01-02,2023-12-28,100.0,True,True,True,6207,2019-01-02,2023-12-16
T,AT&T Inc.,Communication Services,Telecom Services,NYQ,EQUITY,1257,2019-01-02,2023-12-28,100.0,True,True,True,5921,2019-01-01,2023-12-16
BABA,Alibaba Group Holding Limited,Consumer Cyclical,Internet Retail,NYQ,EQUITY,1257,2019-01-02,2023-12-28,100.0,True,True,True,5690,2019-01-02,2023-12-16
BA,The Boeing Company,Industrials,Aerospace & Defense,NYQ,EQUITY,1257,2019-01-02,2023-12-28,100.0,True,True,True,5372,2019-01-02,2023-12-16
AAL,American Airlines Group Inc.,Industrials,Airlines,NMS,EQUITY,1257,2019-01-02,2023-12-28,100.0,True,True,True,5068,2019-01-02,2023-12-16
AMZN,"Amazon.com, Inc.",Consumer Cyclical,Internet Retail,NMS,EQUITY,1257,2019-01-02,2023-12-28,100.0,True,True,True,5060,2020-04-27,2023-12-16
GILD,"Gilead Sciences, Inc.",Healthcare,Drug Manufacturers - General,NMS,EQUITY,1257,2019-01-02,2023-12-28,100.0,True,True,True,5043,2019-01-02,2023-12-16
WFC,Wells Fargo & Company,Financial Services,Banks - Diversified,NYQ,EQUITY,1257,2019-01-02,2023-12-28,100.0,True,True,True,4908,2019-01-02,2023-12-15
NIO,NIO Inc.,Consumer Cyclical,Auto Manufacturers,NYQ,EQUITY,1257,2019-01-02,2023-12-28,100.0,True,True,True,4791,2019-01-02,2023-12-16
MS,Morgan Stanley,Financial Services,Capital Markets,NYQ,EQUITY,1257,2019-01-02,2023-12-28,100.0,True,True,True,4602,2019-01-01,2023-12-16
MRK,"Merck & Co., Inc.",Healthcare,Drug Manufacturers - General,NYQ,EQUITY,1257,2019-01-02,2023-12-28,100.0,True,True,True,4594,2019-01-02,2023-12-16
CRM,"Salesforce, Inc.",Technology,Software - Application,NYQ,EQUITY,1257,2019-01-02,2023-12-28,100.0,True,True,True,4467,2019-01-02,2023-12-16
KO,The Coca-Cola Company,Consumer Defensive,Beverages - Non-Alcoholic,NYQ,EQUITY,1257,2019-01-02,2023-12-28,100.0,True,True,True,4453,2019-01-02,2023-12-16
OXY,Occidental Petroleum Corporation,Energy,Oil & Gas E&P,NYQ,EQUITY,1257,2019-01-02,2023-12-28,100.0,True,True,True,4422,2019-01-02,2023-12-16
GME,GameStop Corp.,Consumer Cyclical,Specialty Retail,NYQ,EQUITY,1257,2019-01-02,2023-12-28,100.0,True,True,True,4194,2019-01-04,2023-12-15
QCOM,QUALCOMM Incorporated,Technology,Semiconductors,NMS,EQUITY,1257,2019-01-02,2023-12-28,100.0,True,True,True,4161,2019-01-02,2023-12-16
FDX,FedEx Corporation,Industrials,Integrated Freight & Logistics,NYQ,EQUITY,1257,2019-01-02,2023-12-28,100.0,True,True,True,4013,2019-01-01,2023-12-16
V,Visa Inc.,Financial Services,Credit Services,NYQ,EQUITY,1257,2019-01-02,2023-12-28,100.0,True,True,True,3953,2019-01-02,2023-12-16
AMC,"AMC Entertainment Holdings, Inc.",Communication Services,Entertainment,NYQ,EQUITY,1257,2019-01-02,2023-12-28,100.0,True,True,True,3859,2019-01-02,2023-12-15
COST,Costco Wholesale Corporation,Consumer Defensive,Discount Stores,NMS,EQUITY,1257,2019-01-02,2023-12-28,100.0,True,True,True,3837,2019-01-04,2023-12-16
NKE,"NIKE, Inc.",Consumer Cyclical,Footwear & Accessories,NYQ,EQUITY,1257,2019-01-02,2023-12-28,100.0,True,True,True,3836,2019-01-02,2023-12-16
MU,"Micron Technology, Inc.",Technology,Semiconductors,NMS,EQUITY,1257,2019-01-02,2023-12-28,100.0,True,True,True,3741,2019-01-02,2023-12-16
NVAX,"Novavax, Inc.",Healthcare,Biotechnology,NMS,EQUITY,1257,2019-01-02,2023-12-28,100.0,True,True,True,3668,2019-01-02,2023-12-16
ABBV,AbbVie Inc.,Healthcare,Drug Manufacturers - General,NYQ,EQUITY,1257,2019-01-02,2023-12-28,100.0,True,True,True,3659,2019-01-02,2023-12-16
GE,GE Aerospace,Industrials,Aerospace & Defense,NYQ,EQUITY,1257,2019-01-02,2023-12-28,100.0,True,True,True,3500,2019-01-02,2023-12-16
NEE,"NextEra Energy, Inc.",Utilities,Utilities - Regulated Electric,NYQ,EQUITY,1257,2019-01-02,2023-12-28,100.0,True,True,True,3339,2019-01-01,2023-12-16
CMCSA,Comcast Corporation,Communication Services,Telecom Services,NMS,EQUITY,1257,2019-01-02,2023-12-28,100.0,True,True,True,3323,2019-01-02,2023-12-16
ADBE,Adobe Inc.,Technology,Software - Application,NMS,EQUITY,1257,2019-01-02,2023-12-28,100.0,True,True,True,3245,2019-01-02,2023-12-16
TSM,Taiwan Semiconductor Manufacturing Company Limited,Technology,Semiconductors,NYQ,EQUITY,1257,2019-01-02,2023-12-28,100.0,True,True,True,3197,2019-01-02,2023-12-16
BHP,BHP Group Limited,Basic Materials,Other Industrial Metals & Mining,NYQ,EQUITY,1257,2019-01-02,2023-12-28,100.0,True,True,True,3171,2019-01-01,2023-12-16
PEP,"PepsiCo, Inc.",Consumer Defensive,Beverages - Non-Alcoholic,NMS,EQUITY,1257,2019-01-02,2023-12-28,100.0,True,True,True,3096,2019-01-02,2023-12-16
C,Citigroup Inc.,Financial Services,Banks - Diversified,NYQ,EQUITY,1257,2019-01-02,2023-12-28,100.0,True,True,True,3048,2019-01-02,2023-12-16
BIDU,"Baidu, Inc.",Communication Services,Internet Content & Information,NMS,EQUITY,1257,2019-01-02,2023-12-28,100.0,True,True,True,2966,2019-01-02,2023-12-16
CAT,Caterpillar Inc.,Industrials,Farm & Heavy Construction Machinery,NYQ,EQUITY,1257,2019-01-02,2023-12-28,100.0,True,True,True,2909,2019-01-02,2023-12-16
VRTX,Vertex Pharmaceuticals Incorporated,Healthcare,Biotechnology,NMS,EQUITY,1257,2019-01-02,2023-12-28,100.0,True,True,True,2890,2019-01-01,2023-12-16
BX,Blackstone Inc.,Financial Services,Asset Management,NYQ,EQUITY,1257,2019-01-02,2023-12-28,100.0,True,True,True,2878,2019-01-02,2023-12-16
CGC,Canopy Growth Corporation,Healthcare,Drug Manufacturers - Specialty & Generic,NMS,EQUITY,1257,2019-01-02,2023-12-28,100.0,True,True,True,2842,2019-01-01,2023-12-16
ORCL,Oracle Corporation,Technology,Software - Infrastructure,NYQ,EQUITY,1257,2019-01-02,2023-12-28,100.0,True,True,True,2829,2019-01-02,2023-12-16
TGT,Target Corporation,Consumer Defensive,Discount Stores,NYQ,EQUITY,1257,2019-01-02,2023-12-28,100.0,True,True,True,2802,2019-01-08,2023-12-16
PCG,PG&E Corporation,Utilities,Utilities - Regulated Electric,NYQ,EQUITY,1257,2019-01-02,2023-12-28,100.0,True,True,True,2749,2019-01-02,2023-12-16
CMG,"Chipotle Mexican Grill, Inc.",Consumer Cyclical,Restaurants,NYQ,EQUITY,1257,2019-01-02,2023-12-28,100.0,True,True,True,2729,2019-01-02,2023-12-16
COP,ConocoPhillips,Energy,Oil & Gas E&P,NYQ,EQUITY,1257,2019-01-02,2023-12-28,100.0,True,True,True,2692,2019-01-03,2023-12-16
PANW,"Palo Alto Networks, Inc.",Technology,Software - Infrastructure,NMS,EQUITY,1257,2019-01-02,2023-12-28,100.0,True,True,True,2682,2019-01-02,2023-12-16
TXN,Texas Instruments Incorporated,Technology,Semiconductors,NMS,EQUITY,1257,2019-01-02,2023-12-28,100.0,True,True,True,2642,2019-01-01,2023-12-16
AIR,AAR Corp.,Industrials,Aerospace & Defense,NYQ,EQUITY,1257,2019-01-02,2023-12-28,100.0,True,True,True,2634,2019-01-02,2023-12-16
ABT,Abbott Laboratories,Healthcare,Medical Devices,NYQ,EQUITY,1257,2019-01-02,2023-12-28,100.0,True,True,True,2629,2019-01-02,2023-12-16
EA,Electronic Arts Inc.,Communication Services,Electronic Gaming & Multimedia,NMS,EQUITY,1257,2019-01-02,2023-12-28,100.0,True,True,True,2569,2019-01-01,2023-12-16
ACB,Aurora Cannabis Inc.,Healthcare,Drug Manufacturers - Specialty & Generic,NCM,EQUITY,1257,2019-01-02,2023-12-28,100.0,True,True,True,2516,2019-01-02,2023-12-15
BIIB,Biogen Inc.,Healthcare,Drug Manufacturers - General,NMS,EQUITY,1257,2019-01-02,2023-12-28,100.0,True,True,True,2499,2019-01-03,2023-12-16
AMGN,Amgen Inc.,Healthcare,Drug Manufacturers - General,NMS,EQUITY,1257,2019-01-02,2023-12-28,100.0,True,True,True,2486,2019-01-02,2023-12-16
ANET,"Arista Networks, Inc.",Technology,Computer Hardware,NYQ,EQUITY,1257,2019-01-02,2023-12-28,100.0,True,True,True,2478,2019-01-02,2023-12-16
HAL,Halliburton Company,Energy,Oil & Gas Equipment & Services,NYQ,EQUITY,1257,2019-01-02,2023-12-28,100.0,True,True,True,2467,2019-01-02,2023-12-16
ALB,Albemarle Corporation,Basic Materials,Specialty Chemicals,NYQ,EQUITY,1257,2019-01-02,2023-12-28,100.0,True,True,True,2465,2019-01-01,2023-12-16
MOG-B,Moog Inc.,Industrials,Aerospace & Defense,NYQ,EQUITY,1257,2019-01-02,2023-12-28,100.0,True,True,True,2415,2023-11-29,2023-12-16
PLUG,Plug Power Inc.,Industrials,Electrical Equipment & Parts,NCM,EQUITY,1257,2019-01-02,2023-12-28,100.0,True,True,True,2411,2019-01-03,2023-12-16
JPM,JPMorgan Chase & Co.,Financial Services,Banks - Diversified,NYQ,EQUITY,1257,2019-01-02,2023-12-28,100.0,True,True,True,2384,2019-01-01,2020-06-11
GSK,GSK plc,Healthcare,Drug Manufacturers - General,NYQ,EQUITY,1257,2019-01-02,2023-12-28,100.0,True,True,True,2364,2019-01-02,2023-12-16
TMUS,"T-Mobile US, Inc.",Communication Services,Telecom Services,NMS,EQUITY,1257,2019-01-02,2023-12-28,100.0,True,True,True,2344,2019-01-02,2023-12-16
UPS,"United Parcel Service, Inc.",Industrials,Integrated Freight & Logistics,NYQ,EQUITY,1257,2019-01-02,2023-12-28,100.0,True,True,True,2341,2019-01-01,2023-12-16
ENPH,"Enphase Energy, Inc.",Technology,Solar,NGM,EQUITY,1257,2019-01-02,2023-12-28,100.0,True,True,True,2330,2019-01-06,2023-12-16
ENB,Enbridge Inc.,Energy,Oil & Gas Midstream,NYQ,EQUITY,1257,2019-01-02,2023-12-28,100.0,True,True,True,2319,2019-01-01,2023-12-16
KSS,Kohl's Corporation,Consumer Cyclical,Department Stores,NYQ,EQUITY,1257,2019-01-02,2023-12-28,100.0,True,True,True,2290,2019-01-02,2023-12-16
NEM,Newmont Corporation,Basic Materials,Gold,NYQ,EQUITY,1257,2019-01-02,2023-12-28,100.0,True,True,True,2244,2019-01-02,2023-12-16
ROKU,"Roku, Inc.",Communication Services,Entertainment,NMS,EQUITY,1257,2019-01-02,2023-12-28,100.0,True,True,True,2237,2019-01-02,2023-12-16
EBAY,eBay Inc.,Consumer Cyclical,Internet Retail,NMS,EQUITY,1257,2019-01-02,2023-12-28,100.0,True,True,True,2223,2019-01-01,2023-12-16
DPZ,"Domino's Pizza, Inc.",Consumer Cyclical,Restaurants,NMS,EQUITY,1257,2019-01-02,2023-12-28,100.0,True,True,True,2216,2019-01-02,2023-12-16
KKR,KKR & Co. Inc.,Financial Services,Asset Management,NYQ,EQUITY,1257,2019-01-02,2023-12-28,100.0,True,True,True,2214,2019-01-02,2023-12-16
NOW,"ServiceNow, Inc.",Technology,Software - Application,NYQ,EQUITY,1257,2019-01-02,2023-12-28,100.0,True,True,True,2212,2019-01-02,2023-12-16
TDOC,"Teladoc Health, Inc.",Healthcare,Health Information Services,NYQ,EQUITY,1257,2019-01-02,2023-12-28,100.0,True,True,True,2201,2019-01-06,2023-12-16
AMAT,"Applied Materials, Inc.",Technology,Semiconductor Equipment & Materials,NMS,EQUITY,1257,2019-01-02,2023-12-28,100.0,True,True,True,2179,2019-01-04,2023-12-16
ULTA,"Ulta Beauty, Inc.",Consumer Cyclical,Specialty Retail,NMS,EQUITY,1257,2019-01-02,2023-12-28,100.0,True,True,True,2144,2019-01-02,2023-12-16
KEY,KeyCorp,Financial Services,Banks - Regional,NYQ,EQUITY,1257,2019-01-02,2023-12-28,100.0,True,True,True,2125,2019-01-03,2023-12-16
USB,U.S. Bancorp,Financial Services,Banks - Regional,NYQ,EQUITY,1257,2019-01-02,2023-12-28,100.0,True,True,True,2088,2019-01-02,2023-12-16
NVS,Novartis AG,Healthcare,Drug Manufacturers - General,NYQ,EQUITY,1257,2019-01-02,2023-12-28,100.0,True,True,True,2048,2019-01-03,2023-12-14
DE,Deere & Company,Industrials,Farm & Heavy Construction Machinery,NYQ,EQUITY,1257,2019-01-02,2023-12-28,100.0,True,True,True,2040,2019-01-03,2023-12-16
TSN,"Tyson Foods, Inc.",Consumer Defensive,Farm Products,NYQ,EQUITY,1257,2019-01-02,2023-12-28,100.0,True,True,True,2029,2019-01-04,2023-12-14
DVN,Devon Energy Corporation,Energy,Oil & Gas E&P,NYQ,EQUITY,1257,2019-01-02,2023-12-28,100.0,True,True,True,2024,2019-01-02,2023-12-16
CI,The Cigna Group,Healthcare,Healthcare Plans,NYQ,EQUITY,1257,2019-01-02,2023-12-28,100.0,True,True,True,2010,2019-01-01,2023-12-16
DLTR,"Dollar Tree, Inc.",Consumer Defensive,Discount Stores,NMS,EQUITY,1257,2019-01-02,2023-12-28,100.0,True,True,True,1989,2019-01-03,2023-12-12
AMT,American Tower Corporation,Real Estate,REIT - Specialty,NYQ,EQUITY,1257,2019-01-02,2023-12-28,100.0,True,True,True,1986,2019-01-01,2023-12-16
ACN,Accenture plc,Technology,Information Technology Services,NYQ,EQUITY,1257,2019-01-02,2023-12-28,100.0,True,True,True,1982,2019-01-07,2023-12-16
EOG,"EOG Resources, Inc.",Energy,Oil & Gas E&P,NYQ,EQUITY,1257,2019-01-02,2023-12-28,100.0,True,True,True,1979,2019-01-04,2023-12-16
BKR,Baker Hughes Company,Energy,Oil & Gas Equipment & Services,NMS,EQUITY,1257,2019-01-02,2023-12-28,100.0,True,True,True,1978,2019-10-23,2023-12-16
TJX,"The TJX Companies, Inc.",Consumer Cyclical,Apparel Retail,NYQ,EQUITY,1257,2019-01-02,2023-12-28,100.0,True,True,True,1944,2019-01-02,2023-12-16
SPOT,Spotify Technology S.A.,Communication Services,Internet Content & Information,NYQ,EQUITY,1257,2019-01-02,2023-12-28,100.0,True,True,True,1930,2019-01-02,2023-12-16
GOLD,"Gold.com, Inc.",Financial Services,Capital Markets,NYQ,EQUITY,1257,2019-01-02,2023-12-28,100.0,True,True,True,1897,2019-01-02,2023-12-13
F,Ford Motor Company,Consumer Cyclical,Auto Manufacturers,NYQ,EQUITY,1257,2019-01-02,2023-12-28,100.0,True,True,True,1885,2019-04-30,2023-12-16
TSCO,Tractor Supply Company,Consumer Cyclical,Specialty Retail,NMS,EQUITY,1257,2019-01-02,2023-12-28,100.0,True,True,True,1883,2019-01-01,2023-12-16
FTNT,"Fortinet, Inc.",Technology,Software - Infrastructure,NMS,EQUITY,1257,2019-01-02,2023-12-28,100.0,True,True,True,1878,2019-01-01,2023-12-16
W,Wayfair Inc.,Consumer Cyclical,Internet Retail,NYQ,EQUITY,1257,2019-01-02,2023-12-28,100.0,True,True,True,1877,2019-01-03,2023-12-15
D,"Dominion Energy, Inc.",Utilities,Utilities - Regulated Electric,NYQ,EQUITY,1257,2019-01-02,2023-12-28,100.0,True,True,True,1853,2019-01-01,2023-12-16
DUK,Duke Energy Corporation,Utilities,Utilities - Regulated Electric,NYQ,EQUITY,1257,2019-01-02,2023-12-28,100.0,True,True,True,1839,2019-01-02,2023-12-16
ALK,"Alaska Air Group, Inc.",Industrials,Airlines,NYQ,EQUITY,1257,2019-01-02,2023-12-28,100.0,True,True,True,1822,2019-01-03,2023-12-16
HUM,Humana Inc.,Healthcare,Healthcare Plans,NYQ,EQUITY,1257,2019-01-02,2023-12-28,100.0,True,True,True,1817,2019-01-01,2023-12-16
NKLA,Nikola Corporation,,,NGM,EQUITY,1257,2019-01-02,2023-12-28,100.0,True,True,True,1812,2020-03-03,2023-12-16
DXCM,"DexCom, Inc.",Healthcare,Medical Devices,NMS,EQUITY,1257,2019-01-02,2023-12-28,100.0,True,True,True,1811,2019-01-02,2023-12-16
DAL,"Delta Air Lines, Inc.",Industrials,Airlines,NYQ,EQUITY,1257,2019-01-02,2023-12-28,100.0,True,True,True,1798,2019-01-03,2023-12-16
WDC,Western Digital Corporation,Technology,Computer Hardware,NMS,EQUITY,1257,2019-01-02,2023-12-28,100.0,True,True,True,1795,2019-01-01,2023-12-15
ADI,"Analog Devices, Inc.",Technology,Semiconductors,NMS,EQUITY,1257,2019-01-02,2023-12-28,100.0,True,True,True,1772,2019-01-01,2023-12-16
HPQ,HP Inc.,Technology,Computer Hardware,NYQ,EQUITY,1257,2019-01-02,2023-12-28,100.0,True,True,True,1756,2019-01-04,2023-12-16
CSX,CSX Corporation,Industrials,Railroads,NMS,EQUITY,1257,2019-01-02,2023-12-28,100.0,True,True,True,1748,2019-01-02,2023-12-16
BKNG,Booking Holdings Inc.,Consumer Cyclical,Travel Services,NMS,EQUITY,1257,2019-01-02,2023-12-28,100.0,True,True,True,1719,2019-01-08,2023-12-16
DHR,Danaher Corporation,Healthcare,Diagnostics & Research,NYQ,EQUITY,1257,2019-01-02,2023-12-28,100.0,True,True,True,1714,2019-01-02,2023-12-16
INO,"Inovio Pharmaceuticals, Inc.",Healthcare,Biotechnology,NCM,EQUITY,1257,2019-01-02,2023-12-28,100.0,True,True,True,1708,2019-01-03,2023-11-14
DHI,"D.R. Horton, Inc.",Consumer Cyclical,Residential Construction,NYQ,EQUITY,1257,2019-01-02,2023-12-28,100.0,True,True,True,1704,2019-01-02,2023-12-16
FANG,"Diamondback Energy, Inc.",Energy,Oil & Gas E&P,NMS,EQUITY,1257,2019-01-02,2023-12-28,100.0,True,True,True,1691,2019-01-02,2023-12-16
ANF,Abercrombie & Fitch Co.,Consumer Cyclical,Apparel Retail,NYQ,EQUITY,1257,2019-01-02,2023-12-28,100.0,True,True,True,1678,2019-01-02,2023-12-16
WDAY,"Workday, Inc.",Technology,Software - Application,NMS,EQUITY,1257,2019-01-02,2023-12-28,100.0,True,True,True,1670,2019-01-01,2023-12-16
AEO,"American Eagle Outfitters, Inc.",Consumer Cyclical,Apparel Retail,NYQ,EQUITY,1257,2019-01-02,2023-12-28,100.0,True,True,True,1668,2019-01-02,2023-12-16
SPCE,"Virgin Galactic Holdings, Inc.",Industrials,Aerospace & Defense,NYQ,EQUITY,1257,2019-01-02,2023-12-28,100.0,True,True,True,1668,2019-10-28,2023-12-16
MRVL,"Marvell Technology, Inc.",Technology,Semiconductors,NMS,EQUITY,1257,2019-01-02,2023-12-28,100.0,True,True,True,1663,2019-01-02,2023-12-12
VLO,Valero Energy Corporation,Energy,Oil & Gas Refining & Marketing,NYQ,EQUITY,1257,2019-01-02,2023-12-28,100.0,True,True,True,1653,2019-01-10,2023-12-16
ASML,ASML Holding N.V.,Technology,Semiconductor Equipment & Materials,NMS,EQUITY,1257,2019-01-02,2023-12-28,100.0,True,True,True,1651,2019-01-03,2023-12-16
NE,Noble Corporation plc,Energy,Oil & Gas Drilling,NYQ,EQUITY,1023,2019-01-02,2023-12-28,81.4,True,True,True,1650,2019-01-04,2023-12-16
DKS,"DICK'S Sporting Goods, Inc.",Consumer Cyclical,Specialty Retail,NYQ,EQUITY,1257,2019-01-02,2023-12-28,100.0,True,True,True,1649,2019-01-02,2023-12-14
VEEV,Veeva Systems Inc.,Healthcare,Health Information Services,NYQ,EQUITY,1257,2019-01-02,2023-12-28,100.0,True,True,True,1640,2019-01-02,2023-12-16
BUD,Anheuser-Busch InBev SA/NV,Consumer Defensive,Beverages - Brewers,NYQ,EQUITY,1257,2019-01-02,2023-12-28,100.0,True,True,True,1616,2019-01-02,2023-12-16
EL,The Estée Lauder Companies Inc.,Consumer Defensive,Household & Personal Products,NYQ,EQUITY,1257,2019-01-02,2023-12-28,100.0,True,True,True,1615,2019-01-02,2023-12-16
CLX,The Clorox Company,Consumer Defensive,Household & Personal Products,NYQ,EQUITY,1257,2019-01-02,2023-12-28,100.0,True,True,True,1584,2019-01-03,2023-12-16
GIS,"General Mills, Inc.",Consumer Defensive,Packaged Foods,NYQ,EQUITY,1257,2019-01-02,2023-12-28,100.0,True,True,True,1570,2019-01-01,2023-12-16
NOC,Northrop Grumman Corporation,Industrials,Aerospace & Defense,NYQ,EQUITY,1257,2019-01-02,2023-12-28,100.0,True,True,True,1566,2019-01-04,2023-12-16
BSX,Boston Scientific Corporation,Healthcare,Medical Devices,NYQ,EQUITY,1257,2019-01-02,2023-12-28,100.0,True,True,True,1559,2019-01-02,2023-12-16
LLY,Eli Lilly and Company,Healthcare,Drug Manufacturers - General,NYQ,EQUITY,1257,2019-01-02,2023-12-28,100.0,True,True,True,1558,2019-01-01,2023-12-16
EQNR,Equinor ASA,Energy,Oil & Gas Integrated,NYQ,EQUITY,1257,2019-01-02,2023-12-28,100.0,True,True,True,1557,2019-01-09,2023-12-16
APO,"Apollo Global Management, Inc.",Financial Services,Asset Management,NYQ,EQUITY,1257,2019-01-02,2023-12-28,100.0,True,True,True,1556,2019-01-02,2023-12-16
TWLO,Twilio Inc.,Technology,Software - Infrastructure,NYQ,EQUITY,1257,2019-01-02,2023-12-28,100.0,True,True,True,1547,2019-01-02,2023-12-16
CAG,"Conagra Brands, Inc.",Consumer Defensive,Packaged Foods,NYQ,EQUITY,1257,2019-01-02,2023-12-28,100.0,True,True,True,1544,2019-01-02,2023-12-16
PBR,Petróleo Brasileiro S.A. - Petrobras,Energy,Oil & Gas Integrated,NYQ,EQUITY,1257,2019-01-02,2023-12-28,100.0,True,True,True,1537,2019-01-02,2023-12-16
BK,The Bank of New York Mellon Corporation,Financial Services,Banks - Diversified,NYQ,EQUITY,1257,2019-01-02,2023-12-28,100.0,True,True,True,1534,2019-01-06,2023-12-15
NVO,Novo Nordisk A/S,Healthcare,Drug Manufacturers - General,NYQ,EQUITY,1257,2019-01-02,2023-12-28,100.0,True,True,True,1526,2019-01-03,2023-12-16
PGR,The Progressive Corporation,Financial Services,Insurance - Property & Casualty,NYQ,EQUITY,1257,2019-01-02,2023-12-28,100.0,True,True,True,1526,2019-01-01,2023-12-16
KHC,The Kraft Heinz Company,Consumer Defensive,Packaged Foods,NMS,EQUITY,1257,2019-01-02,2023-12-28,100.0,True,True,True,1522,2019-01-03,2023-12-16
BBY,"Best Buy Co., Inc.",Consumer Cyclical,Specialty Retail,NYQ,EQUITY,1257,2019-01-02,2023-12-28,100.0,True,True,True,1517,2019-01-03,2023-12-13
AI,"C3.ai, Inc.",Technology,Software - Infrastructure,NYQ,EQUITY,1147,2019-01-02,2023-12-28,91.2,True,True,True,1514,2019-01-02,2023-12-16
HAS,"Hasbro, Inc.",Consumer Cyclical,Leisure,NMS,EQUITY,1257,2019-01-02,2023-12-28,100.0,True,True,True,1509,2019-01-03,2023-12-16
PDD,PDD Holdings Inc.,Consumer Cyclical,Internet Retail,NMS,EQUITY,1257,2019-01-02,2023-12-28,100.0,True,True,True,1508,2019-02-08,2023-12-16
CL,Colgate-Palmolive Company,Consumer Defensive,Household & Personal Products,NYQ,EQUITY,1257,2019-01-02,2023-12-28,100.0,True,True,True,1508,2019-01-03,2023-12-15
