model,family,beta_neg,se_neg,t_neg,beta_pos,se_pos,t_pos,contrast_neg_minus_pos,contrast_p_two_sided,direction_ok
finbert_tone,clean,-0.022221089219256095,0.001752689328545186,-12.678281802343509,0.01988520239219985,0.001562243483778628,12.7286191932791,-0.042106291611455945,9.012292722159535e-121,True
